date,mode,pcs
1985-06-01,3,373.44446
1985-06-01,4,273.42636
1985-06-01,5,-324.30667
1985-06-01,6,275.1483
1985-06-01,7,-150.7978
1985-06-01,8,-16.617748
1985-06-01,9,179.39836
1986-05-17,0,-266.3099
1986-05-17,1,-237.50778
1986-05-17,2,466.35922
1986-05-17,3,-251.70528
1986-05-17,4,-61.61887
1986-05-17,5,225.08255
1986-05-17,6,105.38935
1986-05-17,7,31.210724
1986-05-17,8,78.955055
1986-05-17,9,27.577385
1986-05-18,0,32.08254
1986-05-18,1,-441.8915
1986-05-18,2,431.8907
1986-05-18,3,-193.61372
1986-05-18,4,-218.28004
1986-05-18,5,93.00876
1986-05-18,6,-46.852013
1986-05-18,7,121.37805
1986-05-18,8,-80.4057
1986-05-18,9,7.3760514
1986-05-19,0,126.99073
1986-05-19,1,-383.85397
1986-05-19,2,339.30832
1986-05-19,3,-74.532104
1986-05-19,4,-391.51035
1986-05-19,5,-160.77838
1986-05-19,6,-94.73915
1986-05-19,7,195.30035
1986-05-19,8,-123.679016
1986-05-19,9,-21.421051
1986-05-20,0,46.125584
1986-05-20,1,-154.87154
1986-05-20,2,54.82887
1986-05-20,3,60.212326
1986-05-20,4,-571.5907
1986-05-20,5,-402.83322
1986-05-20,6,-159.70665
1986-05-20,7,63.4254
1986-05-20,8,-109.82304
1986-05-20,9,30.073174
1986-05-21,0,17.869764
1986-05-21,1,287.96655
1986-05-21,2,-102.9418
1986-05-21,3,208.53494
1986-05-21,4,-685.8947
1986-05-21,5,-474.45523
1986-05-21,6,-226.6424
1986-05-21,7,21.068392
1986-05-21,8,-40.15987
1986-05-21,9,101.78975
1986-05-22,0,60.366016
1986-05-22,1,596.86707
1986-05-22,2,-15.528265
1986-05-22,3,48.84347
1986-05-22,4,-753.34924
1986-05-22,5,-286.78583
1986-05-22,6,-132.86987
1986-05-22,7,19.425102
1986-05-22,8,284.41626
1986-05-22,9,36.515774
1986-05-23,0,117.49653
1986-05-23,1,412.44254
1986-05-23,2,121.17956
1986-05-23,3,-199.7215
1986-05-23,4,-634.5022
1986-05-23,5,4.6734366
1986-05-23,6,118.844025
1986-05-23,7,-43.495575
1986-05-23,8,220.91608
1986-05-23,9,-23.50331
1986-05-24,0,21.81666
1986-05-24,1,51.01974
1986-05-24,2,56.88568
1986-05-24,3,-198.86572
1986-05-24,4,-338.2784
1986-05-24,5,93.7925
1986-05-24,6,165.4267
1986-05-24,7,-213.00551
1986-05-24,8,-55.090748
1986-05-24,9,89.33208
1986-05-25,0,5.7356687
1986-05-25,1,-572.5484
1986-05-25,2,-173.32684
1986-05-25,3,-243.64041
1986-05-25,4,-139.87102
1986-05-25,5,111.24429
1986-05-25,6,36.375015
1986-05-25,7,-267.0555
1986-05-25,8,-257.03647
1986-05-25,9,164.57184
1986-05-26,0,-67.17653
1986-05-26,1,-807.55963
1986-05-26,2,-304.40686
1986-05-26,3,-356.04306
1986-05-26,4,-308.1345
1986-05-26,5,-48.848576
1986-05-26,6,-84.86406
1986-05-26,7,-305.7529
1986-05-26,8,-368.36288
1986-05-26,9,136.81485
1986-05-27,0,-199.26387
1986-05-27,1,-672.9127
1986-05-27,2,-344.58032
1986-05-27,3,-518.3659
1986-05-27,4,-341.05728
1986-05-27,5,-217.24417
1986-05-27,6,-307.49695
1986-05-27,7,-141.30977
1986-05-27,8,-358.09378
1986-05-27,9,113.993324
1986-05-28,0,-117.26608
1986-05-28,1,-630.55054
1986-05-28,2,-340.4036
1986-05-28,3,-537.8089
1986-05-28,4,-78.86039
1986-05-28,5,-163.77357
1986-05-28,6,-424.8313
1986-05-28,7,-41.399834
1986-05-28,8,-232.56119
1986-05-28,9,50.30907
1986-05-29,0,-280.96307
1986-05-29,1,-843.846
1986-05-29,2,-484.3197
1986-05-29,3,-684.5143
1986-05-29,4,121.491234
1986-05-29,5,37.57069
1986-05-29,6,-290.49918
1986-05-29,7,-208.6474
1986-05-29,8,-319.91434
1986-05-29,9,18.665033
1986-05-30,0,-149.50389
1986-05-30,1,-969.69653
1986-05-30,2,-434.43555
1986-05-30,3,-553.2694
1986-05-30,4,325.85675
1986-05-30,5,-50.938187
1986-05-30,6,-165.1335
1986-05-30,7,-136.39764
1986-05-30,8,-140.36601
1986-05-30,9,-2.0998423
1986-05-31,0,139.76495
1986-05-31,1,-868.1053
1986-05-31,2,-394.89746
1986-05-31,3,-469.6802
1986-05-31,4,444.27625
1986-05-31,5,-85.86845
1986-05-31,6,-181.42233
1986-05-31,7,63.30934
1986-05-31,8,-15.344907
1986-05-31,9,-52.381477
1986-06-01,0,257.53397
1986-06-01,1,-748.86646
1986-06-01,2,-254.59229
1986-06-01,3,-416.0974
1986-06-01,4,437.1632
1986-06-01,5,-55.244526
1986-06-01,6,-134.11441
1986-06-01,7,236.13812
1986-06-01,8,-51.74799
