date,mode,pcs
1985-06-01,9,1117.931
1986-05-17,0,2375.4854
1986-05-17,1,-1775.7358
1986-05-17,2,5108.8354
1986-05-17,3,-1599.3783
1986-05-17,4,-766.14966
1986-05-17,5,-1646.7792
1986-05-17,6,544.1261
1986-05-17,7,481.4157
1986-05-17,8,97.20891
1986-05-17,9,1785.7208
1986-05-18,0,1156.7505
1986-05-18,1,-3421.1216
1986-05-18,2,2579.435
1986-05-18,3,-666.8478
1986-05-18,4,-194.85995
1986-05-18,5,-302.02927
1986-05-18,6,-448.86414
1986-05-18,7,-1357.3315
1986-05-18,8,-2081.19
1986-05-18,9,1125.6295
1986-05-19,0,1649.0349
1986-05-19,1,-3168.3643
1986-05-19,2,-905.87573
1986-05-19,3,-135.85822
1986-05-19,4,-827.81323
1986-05-19,5,-29.89031
1986-05-19,6,22.715841
1986-05-19,7,-1385.8214
1986-05-19,8,-1733.478
1986-05-19,9,-832.0366
1986-05-20,0,3417.6643
1986-05-20,1,-843.4795
1986-05-20,2,-4350.424
1986-05-20,3,-2.3539188
1986-05-20,4,-2113.9673
1986-05-20,5,1279.3115
1986-05-20,6,-1003.19055
1986-05-20,7,-1446.0999
1986-05-20,8,-664.63477
1986-05-20,9,-1436.24
1986-05-21,0,1160.517
1986-05-21,1,897.73456
1986-05-21,2,-4340.8296
1986-05-21,3,838.5246
1986-05-21,4,-1710.8049
1986-05-21,5,929.3314
1986-05-21,6,355.09323
1986-05-21,7,-2196.6294
1986-05-21,8,874.9913
1986-05-21,9,-1269.0177
1986-05-22,0,-1412.909
1986-05-22,1,2851.7473
1986-05-22,2,-2887.5283
1986-05-22,3,-200.80832
1986-05-22,4,1953.1831
1986-05-22,5,-1110.5535
1986-05-22,6,299.45816
1986-05-22,7,-2796.2258
1986-05-22,8,900.2407
1986-05-22,9,38.46867
1986-05-23,0,-1419.5367
1986-05-23,1,624.45825
1986-05-23,2,-237.03151
1986-05-23,3,-3312.8938
1986-05-23,4,1109.7523
1986-05-23,5,-668.9062
1986-05-23,6,-246.05792
1986-05-23,7,864.7577
1986-05-23,8,-798.49176
1986-05-23,9,-298.2672
1986-05-24,0,407.0686
1986-05-24,1,-438.7071
1986-05-24,2,-945.69653
1986-05-24,3,-1449.264
1986-05-24,4,-1546.8074
1986-05-24,5,218.16911
1986-05-24,6,-971.63495
1986-05-24,7,1144.2965
1986-05-24,8,-624.5894
1986-05-24,9,182.74434
1986-05-25,0,3173.9033
1986-05-25,1,-2162.6084
1986-05-25,2,-341.87842
1986-05-25,3,-1541.4962
1986-05-25,4,-1534.0718
1986-05-25,5,-325.04028
1986-05-25,6,-399.51025
1986-05-25,7,1675.0465
1986-05-25,8,-568.5807
1986-05-25,9,205.09596
1986-05-26,0,3959.282
1986-05-26,1,-2383.544
1986-05-26,2,-1495.0063
1986-05-26,3,-1605.5514
1986-05-26,4,-2059.9883
1986-05-26,5,1819.6643
1986-05-26,6,-796.79645
1986-05-26,7,850.20874
1986-05-26,8,-453.8468
1986-05-26,9,-198.7826
1986-05-27,0,2619.2422
1986-05-27,1,-1464.0912
1986-05-27,2,-762.6797
1986-05-27,3,-1994.6726
1986-05-27,4,-2056.1965
1986-05-27,5,1556.0238
1986-05-27,6,972.96967
1986-05-27,7,-97.62323
1986-05-27,8,-362.53152
1986-05-27,9,561.0674
1986-05-28,0,951.374
1986-05-28,1,-1724.338
1986-05-28,2,-673.3079
1986-05-28,3,-149.50583
1986-05-28,4,-1906.4689
1986-05-28,5,718.5083
1986-05-28,6,1861.9071
1986-05-28,7,261.76498
1986-05-28,8,-1573.1769
1986-05-28,9,-0.652907
1986-05-29,0,667.15497
1986-05-29,1,-2501.7756
1986-05-29,2,-654.65186
1986-05-29,3,-26.857615
1986-05-29,4,-295.20712
1986-05-29,5,320.297
1986-05-29,6,1657.4973
1986-05-29,7,858.73193
1986-05-29,8,-1015.4319
1986-05-29,9,-566.0659
1986-05-30,0,-578.85724
1986-05-30,1,-4320.5815
