date,mode,pcs,tor
1990-05-24,1,753.5269,True
1990-05-24,2,-434.62158,True
1990-05-24,3,156.31032,True
1990-05-24,4,-199.01086,True
1990-05-24,5,-107.5178,True
1990-05-24,6,133.50856,True
1990-05-24,7,-263.37363,True
1990-05-24,8,-168.19353,True
1990-05-24,9,21.160782,True
1990-05-25,0,113.291504,True
1990-05-25,1,759.38495,True
1990-05-25,2,-175.34583,True
1990-05-25,3,-56.605434,True
1990-05-25,4,-162.67084,True
1990-05-25,5,140.12207,True
1990-05-25,6,166.94583,True
1990-05-25,7,-228.18765,True
1990-05-25,8,-33.014538,True
1990-05-25,9,34.707592,True
1990-05-26,0,-31.505457,True
